Aerial,,,,Lateral,,,
t,x,y,frame,t,x,y,frame
11.67845,0.026082647,-0.021978134,4240,11.67845,0.051150094,-0.026562813,4240
12.01212,0.031683411,-0.023768873,4250,12.01212,0.054569862,-0.025785923,4250
12.34579,0.034135593,-0.024010864,4260,12.34579,0.053907691,-0.025720577,4260
12.67946,0.041739511,-0.02641196,4270,12.67946,0.053621621,-0.026360967,4270
13.01313,0.045826482,-0.026815279,4280,13.01313,0.053534493,-0.027243863,4280
13.3468,0.050609852,-0.028525354,4290,13.3468,0.053534493,-0.027243863,4290
13.68047,0.046764872,-0.025669852,4300,13.68047,0.048261806,-0.028729392,4300
14.01414,0.044519727,-0.027511678,4310,14.01414,0.043474131,-0.029817038,4310
14.34781,0.042067544,-0.027269686,4320,14.34781,0.039498198,-0.027195942,4320
14.68148,0.042067544,-0.027269686,4330,14.68148,0.037685938,-0.025234114,4330
15.01515,0.042067544,-0.027269686,4340,15.01515,0.037685938,-0.025234114,4340
15.34882,0.038020905,-0.026457669,4350,15.34882,0.038372796,-0.027307756,4350
15.68249,0.033484905,-0.026422715,4360,15.68249,0.04139468,-0.026045855,4360
16.01616,0.031890448,-0.02585269,4370,16.01616,0.041699628,-0.022955721,4370
16.34983,0.026819377,-0.022876192,4380,16.34983,0.04172141,-0.022734997,4380
16.6835,0.022525368,-0.020389055,4390,16.6835,0.040947424,-0.02154425,4390
17.01717,0.017212306,-0.019864739,4400,17.01717,0.034195016,-0.022215134,4400
17.35084,0.013781401,-0.021176872,4410,17.35084,0.033296147,-0.026806771,4410
17.68451,0.016647658,-0.025586499,4420,17.68451,0.040166178,-0.031719329,4420
18.01818,0.020906713,-0.032609637,4430,18.01818,0.048534807,-0.034996788,4430
18.35185,0.025816456,-0.037220923,4440,18.35185,0.055200087,-0.035208799,4440
18.68552,0.028005137,-0.023405885,4450,18.68552,0.056845351,-0.027570592,4450
19.01919,0.02848912,-0.018501519,4460,19.01919,0.053217929,-0.021417914,4460
19.35286,0.016429866,-0.015248075,4470,19.35286,0.049157771,-0.021908734,4470
19.68653,0.013141467,-0.03184333,4480,19.68653,0.0436571,-0.034738309,4480
20.0202,0.018379244,-0.037312343,4490,20.0202,0.042782917,-0.041338243,4490
20.35387,0.022995908,-0.036529903,4500,20.35387,0.049268133,-0.038858004,4500
20.68754,0.03349566,-0.034677322,4510,20.68754,0.055753349,-0.036377765,4510
21.02121,0.039741735,-0.029928906,4520,21.02121,0.057864747,-0.030791418,4520
21.35488,0.045089752,-0.025917221,4530,21.35488,0.058297482,-0.02414792,4530
21.68855,0.046805204,-0.025261155,4540,21.68855,0.056267403,-0.02439333,4540
22.02222,0.046845536,-0.024852458,4550,22.02222,0.052714039,-0.024265542,4550
22.35589,0.044802051,-0.024650798,4560,22.35589,0.05068396,-0.024510953,4560
22.68956,0.038878631,-0.026129636,4570,22.68956,0.048149992,-0.027603991,4570
23.02323,0.028419211,-0.02757352,4580,23.02323,0.045062762,-0.029528064,4580
23.3569,0.025558331,-0.027291197,4590,23.3569,0.040163273,-0.029490309,4590
23.69057,0.021062663,-0.026847545,4600,23.69057,0.036410968,-0.029120015,4600
24.02424,0.019917235,-0.025909155,4610,24.02424,0.034732305,-0.028062864,4610
24.35791,0.020648588,-0.02267991,4620,24.35791,0.03930216,-0.029182457,4620
24.69158,0.024412904,-0.026352806,4630,24.69158,0.04603569,-0.030961317,4630
25.02525,0.028091178,-0.026715794,4640,25.02525,0.051730947,-0.031969096,4640
25.35892,0.035240689,-0.025357952,4650,25.35892,0.056027801,-0.026821292,4650
25.69259,0.039085669,-0.028213454,4660,25.69259,0.057774715,-0.029445293,4660
26.02626,0.043460341,-0.029883197,4670,26.02626,0.053801685,-0.029053217,4670
26.35993,0.043460341,-0.029883197,4680,26.35993,0.053779903,-0.029273941,4680
26.6936,0.045705487,-0.028041371,4690,26.6936,0.05245556,-0.029143249,4690
27.02727,0.047869968,-0.027016939,4700,27.02727,0.050954057,-0.028549328,4700
27.36094,0.040922117,-0.026331296,4710,27.36094,0.047354225,-0.026633968,4710
27.69461,0.035200357,-0.025766649,4720,27.69461,0.042277576,-0.026132983,4720
28.02828,0.027187742,-0.023325221,4730,28.02828,0.039010282,-0.025364805,4730
28.36195,0.024039161,-0.021776474,4740,28.36195,0.039647767,-0.023421855,4740
28.69562,0.027061369,-0.020424009,4750,28.69562,0.039933837,-0.022781465,4750
29.02929,0.027021037,-0.020832706,4760,29.02929,0.042781465,-0.023285354,4760
29.36296,0.029231228,-0.023526881,4770,29.36296,0.046026977,-0.024274255,4770
29.69663,0.029599593,-0.02397591,4780,29.69663,0.048212434,-0.024712799,4780
30.0303,0.024695228,-0.023491926,4790,30.0303,0.044416564,-0.024783953,4790
30.36397,0.020199559,-0.023048275,4800,30.36397,0.042032166,-0.024102904,4800
30.69764,0.019831194,-0.022599246,4810,30.69764,0.041855006,-0.023639674,4810
31.03131,0.019831194,-0.022599246,4820,31.03131,0.043092221,-0.024653261,4820
31.36498,0.023716506,-0.025046051,4830,31.36498,0.047111719,-0.02683291,4830
31.69865,0.028706913,-0.028839944,4840,31.69865,0.050910493,-0.028990776,4840
32.03232,0.031809784,-0.026670084,4850,32.03232,0.054264915,-0.028876057,4850
32.36599,0.036305453,-0.027113736,4860,32.36599,0.057551087,-0.02719449,4860
32.69966,0.039166332,-0.02739606,4870,32.69966,0.056024897,-0.024592272,4870
33.03333,0.041371146,-0.025962931,4880,33.03333,0.05383944,-0.024153728,4880
33.367,0.039978349,-0.02334942,4890,33.367,0.052866513,-0.022720475,4890
33.70067,0.034705618,-0.022416408,4900,33.70067,0.051697548,-0.023273737,4900
34.03434,0.029846962,-0.02565103,4910,34.03434,0.049253612,-0.027712901,4910
34.36801,0.020941667,-0.028073636,4920,34.36801,0.041642995,-0.030304954,4920
34.70168,0.022899111,-0.024965387,4930,34.70168,0.041547154,-0.024500788,4930
35.03535,0.02281307,-0.021655478,4940,35.03535,0.042209326,-0.024566134,4940
35.36902,0.028822531,-0.023486549,4950,35.36902,0.043953335,-0.024961113,4950
35.70269,0.033237535,-0.024747595,4960,35.70269,0.047264193,-0.025287842,4960
36.03636,0.038999627,-0.024903545,4970,36.03636,0.052561565,-0.02581061,4970
36.37003,0.045907146,-0.025997885,4980,36.37003,0.056534595,-0.026202685,4980
36.7037,0.04623518,-0.026855611,4990,36.7037,0.058872525,-0.025096161,4990
37.03737,0.042890316,-0.031477653,5000,37.03737,0.059450474,-0.028273423,5000
37.37104,0.045710864,-0.032168674,5010,37.37104,0.054951773,-0.0309497,5010
37.70471,0.043051644,-0.029842865,5020,37.70471,0.052452656,-0.026914229,5020
38.03838,0.047420939,-0.027385304,5030,38.03838,0.05178758,-0.024619862,5030
38.37205,0.047501603,-0.02656791,5040,38.37205,0.050575051,-0.025614572,5040
38.70572,0.04203259,-0.031805687,5050,38.70572,0.050229444,-0.031375174,5050
39.03939,0.04276932,-0.032703745,5060,39.03939,0.051709165,-0.03218982,5060
39.37306,0.038026283,-0.030584973,5070,39.37306,0.051087653,-0.029454005,5070
39.70673,0.043132308,-0.029025471,5080,39.70673,0.049316053,-0.024821709,5080
40.0404,0.045216125,-0.028818433,5090,40.0404,0.049316053,-0.024821709,5090
40.37407,0.043869038,-0.029923529,5100,40.37407,0.050092943,-0.028241476,5100
40.70774,0.040231096,-0.029151844,5110,40.70774,0.049918688,-0.030007267,5110
41.04141,0.034877701,-0.029036226,5120,41.04141,0.046517797,-0.028334413,5120
41.37508,0.031360755,-0.02703845,5130,41.37508,0.044991608,-0.025732194,5130
41.70875,0.033979643,-0.029772956,5140,41.70875,0.044814448,-0.025268965,5140
42.04242,0.037773536,-0.024782549,5150,42.04242,0.048610318,-0.02519781,5150
42.37609,0.039736357,-0.025801603,5160,42.37609,0.052847635,-0.02517022,5160
42.70976,0.041618515,-0.027638051,5170,42.70976,0.053509807,-0.025235566,5170
43.04343,0.042516573,-0.026901321,5180,43.04343,0.049623905,-0.023960595,5180
43.3771,0.04818472,-0.024823731,5190,43.3771,0.053133705,-0.02452983,5190
43.71077,0.044433869,-0.027369902,5200,43.71077,0.052409092,-0.027355677,5200
44.04444,0.038860795,-0.027694824,5210,44.04444,0.05174692,-0.027290331,5210
44.37811,0.037705517,-0.027580816,5220,44.37811,0.048436062,-0.026963601,5220
44.71178,0.034788821,-0.027584616,5230,44.71178,0.041568936,-0.024280064,5230
45.04545,0.033483434,-0.023081314,5240,45.04545,0.042184639,-0.022557837,5240
45.37912,0.028138375,-0.021095681,5250,45.37912,0.043462514,-0.020900956,5250
45.71279,0.026027333,-0.01884593,5260,45.71279,0.045669753,-0.021118775,5260
46.04646,0.023403257,-0.021794928,5270,46.04646,0.046511989,-0.023876371,5270
46.38013,0.018322316,-0.023043312,5280,46.38013,0.042255794,-0.026353706,5280
46.7138,0.017085333,-0.026712458,5290,46.7138,0.045373518,-0.030895971,5290
47.04747,0.02061197,-0.029393538,5300,47.04747,0.050561981,-0.032522358,5300
47.38114,0.02612424,-0.026729559,5310,47.38114,0.056894723,-0.031587185,5310
47.71481,0.028231481,-0.026062614,5320,47.71481,0.059494037,-0.027831975,5320
48.04848,0.029789586,-0.025049846,5330,48.04848,0.0540166,-0.024616958,5330
48.38215,0.031461698,-0.022881801,5340,48.38215,0.048893483,-0.0223284,5340
48.71582,0.032096341,-0.022361166,5350,48.71582,0.048408472,-0.022726284,5350
49.04949,0.03535886,-0.021808229,5360,49.04949,0.04838669,-0.022947008,5360
49.38316,0.034492401,-0.021722723,5370,49.38316,0.04838669,-0.022947008,5370
49.71683,0.027186411,-0.021876633,5380,49.71683,0.047195942,-0.023720993,5380
50.0505,0.023085936,-0.022055245,5390,50.0505,0.045321242,-0.024650357,5390
50.38417,0.021035698,-0.022144551,5400,50.38417,0.043885084,-0.023394264,5400
50.71784,0.020226244,-0.021481407,5410,50.71784,0.042141075,-0.022999284,5410
51.05151,0.021845153,-0.022807696,5420,51.05151,0.042740805,-0.025955823,5420
51.38518,0.026555569,-0.025313964,5430,51.38518,0.045874504,-0.025819322,5430
51.71885,0.030021401,-0.025655987,5440,51.71885,0.05110653,-0.027004261,5440
52.05252,0.030770052,-0.023980075,5450,52.05252,0.052471533,-0.024464484,5450
52.38619,0.031433196,-0.02317062,5460,52.38619,0.053727626,-0.023028327,5460
52.71986,0.027646242,-0.020172219,5470,52.71986,0.052866513,-0.022720475,5470
53.05353,0.024875856,-0.021648618,5480,53.05353,0.049912879,-0.025549226,5480
53.3872,0.019766413,-0.023185821,5490,53.3872,0.049981129,-0.027116075,5490
53.72087,0.018269113,-0.026537646,5500,53.72087,0.051134121,-0.031241578,5500
54.05454,0.021246613,-0.028872903,5510,54.05454,0.054646825,-0.034039834,5510
54.38821,0.025404092,-0.028116652,5520,54.38821,0.05514781,-0.028963185,5520
54.72188,0.02687669,-0.027970342,5530,54.72188,0.054199569,-0.029538229,5530
55.05555,0.028174478,-0.026640253,5540,55.05555,0.054967746,-0.026270935,5540
55.38922,0.028687512,-0.021441504,5550,55.38922,0.05522913,-0.023622249,5550
55.72289,0.030998067,-0.02166952,5560,55.72289,0.054147292,-0.023292615,5560
56.05656,0.036079008,-0.020421136,5570,56.05656,0.05447983,-0.024439798,5570
56.39023,0.03908501,-0.022467573,5580,56.39023,0.056730633,-0.02421617,5580
56.7239,0.041716686,-0.025351967,5590,56.7239,0.057371022,-0.02450224,5590
57.05757,0.042180317,-0.026564248,5600,57.05757,0.056733537,-0.026445191,5600
57.39124,0.040386597,-0.02405418,5610,57.39124,0.053730531,-0.025257348,5610
57.72491,0.03342643,-0.023658953,5620,57.72491,0.048787478,-0.02566104,5620
58.05858,0.02805667,-0.024878835,5630,58.05858,0.046095227,-0.025841104,5630
58.39225,0.023927693,-0.025346266,5640,58.39225,0.045056954,-0.025070023,5640
58.72592,0.020779181,-0.024743926,5650,58.72592,0.044174058,-0.024982895,5650
59.05959,0.017427356,-0.023246625,5660,59.05959,0.043048657,-0.025094709,5660
59.39326,0.015434123,-0.022758293,5670,59.39326,0.044419469,-0.027012974,5670
59.72693,0.016361385,-0.025182855,5680,59.72693,0.044776693,-0.030168454,5680
60.0606,0.021539232,-0.031818101,5690,60.0606,0.051006333,-0.034794942,5690
60.39427,0.024516732,-0.034153357,5700,60.39427,0.057251948,-0.034742665,5700
60.72794,0.030806154,-0.029524647,5710,60.72794,0.059145526,-0.031363557,5710
61.06161,0.029443763,-0.025598983,5720,61.06161,0.052959449,-0.026295621,5720
61.39528,0.031779019,-0.022621483,5730,61.39528,0.049822847,-0.024203101,5730
61.72895,0.034610209,-0.023484141,5740,61.72895,0.049689251,-0.023298423,5740
62.06262,0.037469901,-0.02405798,5750,62.06262,0.051455042,-0.023472679,5750
62.39629,0.034581707,-0.023772961,5760,62.39629,0.051234318,-0.023450897,5760
62.72996,0.030827056,-0.023402436,5770,62.72996,0.044637288,-0.024805735,5770
63.06363,0.026608772,-0.02181963,5780,63.06363,0.044855108,-0.022598496,5780
63.3973,0.022740113,-0.022604382,5790,63.3973,0.046888091,-0.024582107,5790
63.73097,0.024091103,-0.017779959,5800,63.73097,0.047370198,-0.021955203,5800
64.06464,0.025478197,-0.018500107,5810,64.06464,0.049667469,-0.023519147,5810
64.39831,0.023545767,-0.020350831,5820,64.39831,0.046356611,-0.023192418,5820
64.73198,0.025510499,-0.021127983,5830,64.73198,0.045626189,-0.021560223,5830
65.06565,0.0255314,-0.015005772,5840,65.06565,0.048402663,-0.018268243,5840
65.39932,0.022415191,-0.017031308,5850,65.39932,0.050062448,-0.021775138,5850
65.73299,0.018493328,-0.021310395,5860,65.73299,0.04490448,-0.02661509,5860
66.06666,0.016332883,-0.025471675,5870,66.06666,0.047866827,-0.030473401,5870
66.40033,0.017756078,-0.031736395,5880,66.40033,0.053807494,-0.033511259,5880
66.734,0.023272149,-0.031989112,5890,66.734,0.057077692,-0.036508456,5890
67.06767,0.024248814,-0.028002645,5900,67.06767,0.058063689,-0.031033924,5900
67.40134,0.028719814,-0.024069381,5910,67.40134,0.058256822,-0.026818388,5910
67.73501,0.025424993,-0.021994441,5920,67.73501,0.052822949,-0.023161923,5920
68.06868,0.025449695,-0.018788926,5930,68.06868,0.052468629,-0.022235464,5930
68.40235,0.025364189,-0.019655384,5940,68.40235,0.051918272,-0.023295519,5940
68.73602,0.029037135,-0.023809063,5950,68.73602,0.052539783,-0.026031333,5950
69.06969,0.032763285,-0.024468407,5960,69.06969,0.054877714,-0.02492481,5960
69.40336,0.033829257,-0.022532177,5970,69.40336,0.051809362,-0.024399138,5970
69.73703,0.033369426,-0.024236592,5980,69.73703,0.048828137,-0.022990572,5980
70.0707,0.036367827,-0.020449638,5990,70.0707,0.04785521,-0.021557319,5990
70.40437,0.034980734,-0.019729489,6000,70.40437,0.047920556,-0.020895147,6000
70.73804,0.033825457,-0.019615482,6010,70.73804,0.048958829,-0.021666228,6010
71.07171,0.031950031,-0.020888567,6020,71.07171,0.049909975,-0.023320205,6020
71.40538,0.026291451,-0.022079947,6030,71.40538,0.048212434,-0.024712799,6030
71.73905,0.023488763,-0.02092847,6040,71.73905,0.045607311,-0.024009967,6040
72.07272,0.019937425,-0.021452905,6050,72.07272,0.044435442,-0.022334209,6050
72.40639,0.021755847,-0.020757458,6060,72.40639,0.044435442,-0.022334209,6060
72.74006,0.02643016,-0.017719154,6070,72.74006,0.047236602,-0.021050525,6070
73.07373,0.027703246,-0.01959458,6080,73.07373,0.048013492,-0.024470293,6080
73.4074,0.031400894,-0.020542744,6090,73.4074,0.050332545,-0.025813514,6090
73.74107,0.03998377,-0.025180955,6100,73.74107,0.052937667,-0.026516345,6100
74.07474,0.040850228,-0.025266461,6110,74.07474,0.056093147,-0.026159121,6110
74.40841,0.04460488,-0.025636986,6120,74.40841,0.057286799,-0.027614156,6120
74.74208,0.04400254,-0.028785497,6130,74.74208,0.057025415,-0.030262842,6130
75.07575,0.040012272,-0.024892136,6140,75.07575,0.051744016,-0.02506131,6140
75.40942,0.038250854,-0.025009944,6150,75.40942,0.045588434,-0.026459712,6150
75.74309,0.037131679,-0.030440508,6160,75.74309,0.04245764,-0.028825233,6160
76.07676,0.039292124,-0.026279229,6170,76.07676,0.04185791,-0.025868695,6170
76.41043,0.040504405,-0.025815598,6180,76.41043,0.047242411,-0.025508566,6180
76.7441,0.043649116,-0.023501242,6190,76.7441,0.052844731,-0.022941199,6190
77.07777,0.043649116,-0.023501242,6200,77.07777,0.055891301,-0.023687594,6200
77.41144,0.036660447,-0.023394835,6210,77.41144,0.054700554,-0.02446158,6210
77.74511,0.030884059,-0.022824797,6220,77.74511,0.051744016,-0.02506131,6220
78.07878,0.025717613,-0.024939639,6230,78.07878,0.048635004,-0.027206107,6230
78.41245,0.024965162,-0.023698856,6240,78.41245,0.044553065,-0.027917651,6240
78.74612,0.020347852,-0.026159521,6250,78.74612,0.036980203,-0.025610215,6250
79.07979,0.024501531,-0.022486574,6260,79.07979,0.038699526,-0.023996898,6260
79.41346,0.028748316,-0.023780561,6270,79.41346,0.043530765,-0.022467805,6270
79.74713,0.034378394,-0.022878001,6280,79.74713,0.050485019,-0.024268447,6280
80.0808,0.036343126,-0.023655153,6290,80.0808,0.05501131,-0.025829487,6290
80.41447,0.043103779,-0.026072115,6300,80.41447,0.057019607,-0.025804801,6300
80.74814,0.045703154,-0.026328632,6310,80.74814,0.053003013,-0.025854173,6310
81.08181,0.047175753,-0.026182322,6320,81.08181,0.053027699,-0.02786247,6320
81.41548,0.045100813,-0.029477143,6330,81.41548,0.053297796,-0.031900846,6330
81.74915,0.042879564,-0.031299366,6340,81.74915,0.054774613,-0.03048647,6340
82.08282,0.038917798,-0.027117185,6350,82.08282,0.050531487,-0.02605602,6350
82.41649,0.036428631,-0.022788695,6360,82.41649,0.04792346,-0.023124168,6360
82.75016,0.034346092,-0.020250124,6370,82.75016,0.046111201,-0.021162339,6370
83.08383,0.030766251,-0.021063379,6380,83.08383,0.044966922,-0.023723898,6380
83.4175,0.024444527,-0.023064213,6390,83.4175,0.04455016,-0.025688631,6390
83.75117,0.021930659,-0.021941238,6400,83.75117,0.043424759,-0.025800445,6400
84.08484,0.019449092,-0.023446139,6410,84.08484,0.040070337,-0.025915163,6410
84.41851,0.019737911,-0.023474641,6420,84.41851,0.042324044,-0.027920555,6420
84.75218,0.025054468,-0.025749093,6430,84.75218,0.046209946,-0.029195526,6430
85.08585,0.029244249,-0.027620719,6440,85.08585,0.050428385,-0.03161768,6440
85.41952,0.035309456,-0.028219259,6450,85.41952,0.056229648,-0.029292819,6450
85.75319,0.042412133,-0.027170389,6460,85.75319,0.060619439,-0.027720161,6460
86.08686,0.042208819,-0.026275429,6470,86.08686,0.061014418,-0.025976152,6470
86.42053,0.043742222,-0.028468176,6480,86.42053,0.055564572,-0.026998452,6480
86.7542,0.047614682,-0.030600119,6490,86.7542,0.05497065,-0.028499956,6490
87.08787,0.051369334,-0.030970644,6500,87.08787,0.051000525,-0.030336901,6500
87.42154,0.046894534,-0.031987212,6510,87.42154,0.049215856,-0.03261239,6510
87.75521,0.041813593,-0.033235596,6520,87.75521,0.047450065,-0.032438134,6520
88.08888,0.038665081,-0.032633255,6530,88.08888,0.047537193,-0.031555239,6530
88.42255,0.035862393,-0.031481778,6540,88.42255,0.046209946,-0.029195526,6540
88.75622,0.032360458,-0.025595183,6550,88.75622,0.043934457,-0.027410858,6550
89.08989,0.03253147,-0.023862267,6560,89.08989,0.042476518,-0.026375488,6560
89.42356,0.031144377,-0.023142118,6570,89.42356,0.042563646,-0.025492593,6570
89.75723,0.030306421,-0.022767793,6580,89.75723,0.041525372,-0.024721511,6580
90.0909,0.026580271,-0.022108449,6590,90.0909,0.039228101,-0.023157567,6590
0,0.025966529,-0.016506873,6600,90.42457,0.041015674,-0.023111099,6600
0.33367,0.028252383,-0.019940403,6610,90.75824,0.044746198,-0.023702116,6610
0.66734,0.032563772,-0.026490143,6620,91.09191,0.049120016,-0.026808223,6620
1.00101,0.034992135,-0.028479577,6630,91.42558,0.053888813,-0.028170322,6630
1.33468,0.037855627,-0.031970111,6640,91.75925,0.056273212,-0.028851371,6640
1.66835,0.04102884,-0.029366936,6650,92.09292,0.055234938,-0.02808029,6650
2.00202,0.04310758,-0.028988811,6660,92.42659,0.055234938,-0.02808029,6660
2.33569,0.043221587,-0.027833533,6670,92.76026,0.054526298,-0.026227371,6670
2.66936,0.039149614,-0.027723326,6680,93.09393,0.050180071,-0.027358581,6680
3.00303,0.03730269,-0.028707592,6690,93.4276,0.049984033,-0.029345096,6690
3.3367,0.040337194,-0.03046521,6700,93.76127,0.048376525,-0.032083814,6700
3.67037,0.04013008,-0.026653554,6710,94.09494,0.047683858,-0.02555213,6710
4.00404,0.039491637,-0.024257493,6720,94.42861,0.048893483,-0.0223284,6720
4.33771,0.037758721,-0.024086482,6730,94.76228,0.051367914,-0.024355575,6730
4.67138,0.030542036,-0.02629063,6740,95.09595,0.052054772,-0.026429217,6740
5.00505,0.025546601,-0.026672555,6750,95.42962,0.044842039,-0.029506282,6750
5.33872,0.02075448,-0.027949441,6760,95.76329,0.041596526,-0.028517381,6760
5.67239,0.019074767,-0.024284095,6770,96.09696,0.040492907,-0.028408471,6770
6.00606,0.022284082,-0.027225492,6780,96.43063,0.042234012,-0.02657443,6780
6.33973,0.022369588,-0.026359034,6790,96.7643,0.047267097,-0.027516863,6790
6.6734,0.024273516,-0.024797129,6800,97.09797,0.054199569,-0.029538229,6800
7.00707,0.026238248,-0.025574282,6810,97.43164,0.059562288,-0.029398825,6810
7.34074,0.031005668,-0.027502911,6820,97.76531,0.062210974,-0.029660208,6820
7.67441,0.035626778,-0.027958942,6830,98.09898,0.060159113,-0.030126342,6830
8.00808,0.041663483,-0.028846301,6840,98.43265,0.059298,-0.02981849,6840
8.34175,0.047700188,-0.029733661,6850,98.76632,0.057973657,-0.029687799,6850
8.67542,0.045336429,-0.03299998,6860,99.09999,0.055153619,-0.033421227,6860
9.00909,0.041207452,-0.033467411,6870,99.43366,0.047695475,-0.034468213,6870
9.34276,0.036932165,-0.032462244,6880,99.76733,0.044910289,-0.031073131,6880
9.67643,0.03492373,-0.020307128,6890,100.101,0.039734895,-0.022538959,6890
10.0101,0.032613175,-0.020079113,6900,100.43467,0.039977401,-0.022340017,6900
10.34377,0.026808286,-0.019797894,6910,100.76834,0.039933837,-0.022781465,6910
10.67744,0.024672543,-0.020753658,6920,101.10201,0.040887887,-0.026664462,6920
11.01111,0.021527831,-0.023068013,6930,101.43568,0.044752006,-0.028160157,6930
11.34478,0.021816651,-0.023096515,6940,101.76935,0.048703254,-0.028772956,6940
11.67845,0.024419826,-0.026269728,6950,102.10302,0.051839856,-0.030865477,6950
12.01212,0.02687669,-0.027970342,6960,102.43669,0.054423197,-0.031789032,6960
12.34579,0.028174478,-0.026640253,6970,102.77036,0.05830329,-0.028605961,6970
12.67946,0.031233683,-0.025192356,6980,103.10403,0.060706567,-0.026837266,6980
13.01313,0.041395565,-0.022695588,6990,103.4377,0.064148116,-0.025839652,6990
13.3468,0.047232756,-0.025604684,7000,103.77137,0.062758427,-0.026371132,7000
13.68047,0.05012095,-0.025889703,7010,104.10504,0.057818279,-0.029003845,7010
14.01414,0.044063344,-0.031124554,7020,104.43871,0.053875744,-0.035078108,7020
14.34781,0.039214218,-0.032979078,7030,104.77238,0.047739039,-0.034026765,7030
14.68148,0.034585508,-0.026689656,7040,105.10605,0.045345928,-0.026658654,7040
15.01515,0.03134769,-0.024037078,7050,105.43972,0.038500584,-0.023754392,7050
15.34882,0.028020567,-0.019334263,7060,105.77339,0.038475898,-0.021746096,7060
15.68249,0.02969648,-0.020082913,7070,106.10706,0.038895563,-0.022010383,7070
16.01616,0.031950031,-0.020888567,7080,106.44073,0.041876788,-0.02341895,7080
16.34983,0.035647679,-0.021836731,7090,106.7744,0.047130597,-0.024383165,7090
16.6835,0.042262023,-0.022781094,7100,107.10807,0.051588638,-0.024377357,7100
17.01717,0.04564235,-0.023989575,7110,107.44174,0.057016702,-0.02357578,7110
17.35084,0.046740623,-0.024681222,7120,107.77541,0.060439375,-0.025027911,7120
17.68451,0.042319027,-0.022203455,7130,108.10908,0.056071365,-0.026379845,7130
18.01818,0.037095576,-0.024895936,7140,108.44275,0.047730327,-0.027339703,7140
18.35185,0.033109109,-0.023919271,7150,108.77642,0.040667163,-0.02664268,7150
18.68552,0.030773852,-0.02689677,7160,109.11009,0.039893177,-0.025451933,7160
19.01919,0.027739348,-0.025139152,7170,109.44376,0.039514171,-0.022517177,7170
19.35286,0.026551769,-0.022397268,7180,109.77743,0.035628269,-0.021242206,7180
19.68653,0.026462463,-0.020347031,7190,110.1111,0.036532947,-0.02110861,7190
20.0202,0.029350656,-0.02063205,7200,110.44477,0.039315229,-0.022274671,7200
